timestamp,symbol,best_bid,best_ask,mid_price,last_trade_price,spread
2025-08-21T22:12:00+00:00,AAPL,99.38281451075855,99.43649839775662,99.40965645425759,103.12992907080272,0.053683886998072694
2025-08-21T22:17:00+00:00,AAPL,99.4214963989206,99.47779883350199,99.4496476162113,103.12992907080272,0.056302434581397165
2025-08-21T22:22:00+00:00,AAPL,99.23853747199762,99.28804604847572,99.26329176023667,103.12992907080272,0.049508576478103805
2025-08-21T22:27:00+00:00,AAPL,98.79856989477257,98.8464928208948,98.82253135783368,103.12992907080272,0.04792292612222582
2025-08-21T22:32:00+00:00,AAPL,99.01971910769474,99.10996901548658,99.06484406159066,103.12992907080272,0.0902499077918435
2025-08-21T22:37:00+00:00,AAPL,99.00480758059044,99.04324820332957,99.02402789196,103.12992907080272,0.03844062273913096
2025-08-21T22:42:00+00:00,AAPL,98.84494755920564,98.89236596531548,98.86865676226056,103.12992907080272,0.04741840610984127
2025-08-21T22:47:00+00:00,AAPL,99.18338294198037,99.22067568860018,99.20202931529028,103.12992907080272,0.03729274661981208
2025-08-21T22:52:00+00:00,AAPL,99.09653069368667,99.19317990926035,99.14485530147351,103.12992907080272,0.09664921557367734
2025-08-21T22:57:00+00:00,AAPL,98.83049662995997,98.86038876010106,98.84544269503051,103.12992907080272,0.02989213014109282
2025-08-21T23:02:00+00:00,AAPL,99.03736986108926,99.11710300840984,99.07723643474955,103.12992907080272,0.07973314732058157
2025-08-21T23:07:00+00:00,AAPL,98.92401474025304,98.97254311470387,98.94827892747846,103.12992907080272,0.04852837445082514
2025-08-21T23:12:00+00:00,AAPL,98.95122672739741,99.00503564864117,98.97813118801929,103.12992907080272,0.05380892124375691
2025-08-21T23:17:00+00:00,AAPL,99.2340431194799,99.28360710219945,99.25882511083968,103.12992907080272,0.04956398271954754
2025-08-21T23:22:00+00:00,AAPL,99.28351458606453,99.32545942720465,99.30448700663459,103.12992907080272,0.04194484114012198
2025-08-21T23:27:00+00:00,AAPL,99.2651854743343,99.33352894364923,99.29935720899176,103.12992907080272,0.06834346931492519
2025-08-21T23:32:00+00:00,AAPL,99.26450755473427,99.30505327672036,99.28478041572731,103.12992907080272,0.040545721986092076
2025-08-21T23:37:00+00:00,AAPL,99.52618375890903,99.56510273680767,99.54564324785835,103.12992907080272,0.03891897789864629
2025-08-21T23:42:00+00:00,AAPL,99.59901473852572,99.65355663075924,99.62628568464248,103.12992907080272,0.05454189223351591
2025-08-21T23:47:00+00:00,AAPL,99.33780087159134,99.39160692801345,99.3647038998024,103.12992907080272,0.05380605642210412
2025-08-21T23:52:00+00:00,AAPL,99.14941482989619,99.187801867601,99.16860834874859,103.12992907080272,0.038387037704808336
2025-08-21T23:57:00+00:00,AAPL,98.95958651621999,99.00300532684369,98.98129592153184,103.12992907080272,0.043418810623705895
2025-08-22T00:02:00+00:00,AAPL,98.88860141145021,98.99315772859667,98.94087957002344,103.12992907080272,0.10455631714646074
2025-08-22T00:07:00+00:00,AAPL,98.83519316193174,98.89965968897722,98.86742642545448,103.12992907080272,0.06446652704548228
2025-08-22T00:12:00+00:00,AAPL,98.76577324692627,98.78018929810455,98.77298127251541,103.12992907080272,0.014416051178272937
2025-08-22T00:17:00+00:00,AAPL,99.00143885138431,99.08225965658039,99.04184925398235,103.12992907080272,0.08082080519608326
2025-08-22T00:22:00+00:00,AAPL,99.26050407367823,99.30382130796205,99.28216269082014,103.12992907080272,0.04331723428381906
2025-08-22T00:27:00+00:00,AAPL,99.14890480087514,99.20564964385427,99.17727722236471,103.12992907080272,0.05674484297912841
2025-08-22T00:32:00+00:00,AAPL,99.06600559032475,99.10214327592749,99.08407443312612,103.12992907080272,0.03613768560273911
2025-08-22T00:37:00+00:00,AAPL,99.53896131570309,99.58906299033339,99.56401215301824,103.12992907080272,0.05010167463029802
2025-08-22T00:42:00+00:00,AAPL,99.58929339159441,99.62146959645209,99.60538149402325,103.12992907080272,0.03217620485767725
2025-08-22T00:47:00+00:00,AAPL,99.74691487204915,99.78880993410665,99.7678624030779,103.12992907080272,0.04189506205750604
2025-08-22T00:52:00+00:00,AAPL,99.9122747255437,99.95249960948065,99.93238716751218,103.12992907080272,0.04022488393695767
2025-08-22T00:57:00+00:00,AAPL,99.83990611226457,99.89787070379339,99.86888840802898,103.12992907080272,0.05796459152881539
2025-08-22T01:02:00+00:00,AAPL,99.79036309259811,99.83173661043372,99.81104985151592,103.12992907080272,0.041373517835609164
2025-08-22T01:07:00+00:00,AAPL,99.9045080124567,99.97463766847163,99.93957284046417,103.12992907080272,0.07012965601492738
2025-08-22T01:12:00+00:00,AAPL,99.9466426618942,100.00004030715044,99.97334148452232,103.12992907080272,0.05339764525623991
2025-08-22T01:17:00+00:00,AAPL,100.04110443638393,100.14407111442202,100.09258777540298,103.12992907080272,0.10296667803808646
2025-08-22T01:22:00+00:00,AAPL,100.0735084987341,100.12790043948343,100.10070446910876,103.12992907080272,0.054391940749326295
2025-08-22T01:27:00+00:00,AAPL,100.2702321515677,100.35824441567748,100.31423828362259,103.12992907080272,0.08801226410977847
